Name,Address,Rating,Place ID,Reviews,Distance from Center
Subway,"No.53B, Alexandru Vaida-Voevod St, Cluj-Napoca",4.1,ChIJ5yCa_WoMSUcRnFHkqvz7wjk,"Kevin Jäger: It’s sad to see that this restaurant closes minimum 20 min before the official closing time. It would be more honest if you say that you close at 21.40 and not at 22.; LKB: No ice drinks after 9PM without any legitimate reason. The rude answer that I got was because he - the manager - said so.
I wont ever try to buy anything from there ever again.; Staiculescu Robert: Nowhere is it stated that you need your receipt to refill or that you can only refill once. What a scam.; Carl Lac: Quick and tasty sandwiches. After eating regularly at another location I can say that this location is more generous with how much they put in their sandwiches. Also, it tasted better here than in the other places.; Gheorghe Rusu: Great experience, getting in love with Sonia's way to prepare and advice for a great sandwich  🍲👍😍",2.68
Cheesy Pasta,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",3.5,ChIJqbiYMAANSUcRYn3aWGK_jL8,"Aris: The stuff does not speak neither English or Romanian well. I guess thats fine.
But when you start getting angry because YOU dont understand there is an issue.
(Food is mid as well); Nayeem Talukdar Durjoy: Chessy pasta is the best in illuas,,,,Alamin is best  stuff.... All coming and enjoy food,here all stuff are so good,, they're boss are so good.; MD IMRAN HASAN: Not recommend,  they should learn how to provide service. Even I saw they doing rough behavior with the couriers.; Injamul Haque Asim: Their service and behaviour is very bad. I suggest you don't go there. And the food is very low quality; Akhter Ahmed: For very good pasta,,,and very tasty sauces there.",2.83
McDonald's,"Strada Alexandru Vaida Voevod 53-55, Cluj-Napoca",3.1,ChIJqz2FAWsMSUcRhpDMSN7SQWw,"Joseph Kozeph: Today I was waiting roughly 55 minutes since I get my order. I asked 5th times three different person on counter(after 30,40,45,50,55 minutes) what’s wrong with my order and when I will get it? They said it’s not prepared yet, I waited so long that already three wave of people just ordered after me and get their food. With my 5th attempt I said I can’t wait for two hours and I want my money back - gentleman used to manually find some paper check on the counter and found my order (it was actually 20 checks in same place) and in 1 minute I have my order. I didn’t show them anything expect numbers from my phone so I just think some system is always broke there. Avoid; Maria Trașcă: Ordered from Glovo. Delivery took extremely long which wouldnt normaly bother me if the estimated delivery time didnt change every 10 minutes, adding more than a half an hour to the ETA in the end.
This might be a Glovo issue. However, my main concern is the fact that after eating half of my double cheeseburger, I found a hair strand in it :); Mario Oprita: I ordered from a delivery app and the order came after 2 hours, the food was cold and the sauces were missing. Worst order I ever got!; Genia Leon: what can I say - today is the day I will renounce on McDonald's 😠
every sane person who ever ate at McDonald's knows that the french fries are only tasty while warm - a cold portion of french fries is a crime and guess what? today I was served a cold portion of french fries and a milk shake without a straw - and all that served in 35 minutes.
Fast huh? More than that, the fries were a terible mixture between classic (but cold) fries and some garlic fries that I've never ordered and detest! Shame on you, McDonald's, shame on you... 🤬; Mario Dumitru: You have to wait every time 20-30 mins for the order.",2.84
Wasabi Running Sushi,"Strada Alexandru Vaida Voevod 53-55 Cluj-Napoca 400592, Cluj-Napoca",4.3,ChIJi2fdlWoMSUcRDN4ib4HivpU,"Tibor Balázs: This is a Running Sushi place with really fresh sushi! The variety is pretty ok if you get the all you can eat menu which is 120 RON/ person. What I mean by here is that you can order whatever you want from the menu and the chefs will make it quickly for you. It's a little pricey for a rolling sushi but the service is excellent and the staff is really friendly. We eat here at least once / month in the last couple of years. They had a fall-out during and after the pandemic but they got back to their original service and food quality. If you like sushi and you had  long walk in the mall, I totally recommend it! Don't miss it!; Ștefana Ioana Mihăilescu: The food is good, the staff is super nice.
I gave them 4/5 only because the price seemed higher than it should. The dinner was 220 lei(2persons) for 1 hr, but you can’t eat more then 14-16pcs anyway. The rice filled us up really quickly. Also, the variety of sushi is not amazing. I used to go a lot in 2019-2020, even then it felt expensive around 85lei.
But in Cluj, they have good food compared to what I’ve tried at other sushi places.; Iulia Bontea: Excellent sushi, super fresh, a lot of varieties..we usually like to order dishes from the chefs there and they always prepare those super quick. We eat there at eat once a month and is our favorite place to grab sushi!; Rianne Top: The food is great and the chefs prepare the food that is not on the running band on request. The staff is friendly and paying attention to the customers. The place is in the walk-through of the mall, but that didn't bother me at all.; Andrei Bohateret: Great and fast service with tasty fresh made sushi 🍣 You also get a drink included in the all you can eat price.",2.65
Treevi Pizza Al Taglio - Iulius Mall Cluj,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",3,ChIJLxNl_9cNSUcRb407w8Pn0Wk,"Oana-Meda Pop: One of the worst pizzas in Cluj, but the person serving it is really nice and did the best they could to cut it nicely for us, so, thank you!
""Prosciutto"" is ham, the cheese is not right, too much of it and bland. It really feels like a very cheap pizza. Sorry.; Dániel Becsky: Real Italian pizza,nice service,more expensive than an average pizza,but much better than that,you have to pay for quality.I am completely satisfied!; S-P O'Mahony: The pizza is OK, but the service is terrible. At time of ordering there was a special offer sign “Duo : 2 pizza + sauce” for 24.99. The guys prepared the order then charged 28.99 & removed the sign. When challenged they got very rude & said it was not their problem. Their mistake was keeping the sign even though it wasn’t valid. Horrible experience!; Vasile Pop: This is a joke on Rome's pizza. It's the most expensive pizza in Cluj, but one of the worst.; Manuel Pasca: Very burnt pizza. I ate the first slices burned like this out of hunger, and finally I peeled off the burn as you can see in the pictures.
Please turn down the heat in the oven or take the pizza out faster.",2.85
Gust Restaurant - Iulius Mall,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",5,ChIJyS0W2FkNSUcRDybvtJ1D0Pw,"Adrian Cosma: Great atmosphere, good food and affordable price",2.85
Rigatoni Pasta Bar,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",4,ChIJ4y5frs8NSUcRNflbIWzHwg8,"Horatiu Popescu: Staff was nice but the pasta's a joke. I bought gnocchi verdure, i received melcișori drowning in oil with a side of veggies. Bad idea, bad experience.; Bogdan Giurgiu: 27 lei for all amatriciana pasta. not a lot of taste in this dish. a lot of onion but very little bacon; Paul Ardelean: If you ever went to a good pasta restaurant you will notice that Rigatoni only uses low quality ingrediants and the taste is way different from the original recipies.
I can’t say I recommend this place. The fork melted while trying to eat.
The pastas were not terrible , but also not good, very oily as you can see below.; Berti Kato: Inedible. Low quality ingredients. Pasta floating in something that's supposed to be tomato sauce but it doesn't even have a shred of its taste. I'm someone who ate moldy bread at one point in life and that was still better than this.; George Berar: For an ‘Italian’ specific place I think you don’t know how gnocchi looks like. The best that I can do is ‘melcișori’.",2.85
Chopstix - Cluj,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",1.8,ChIJDfi4peUNSUcRtnoVXw4j6bc,"Karina Vasar: First time tried Chopstix with my boyfriend and the only reason we tried was because of the employee who served food. Awesome guy, very charismatic, he gave us small samples to taste. I think it is one of the best salesman I saw behind a counter at court food in a mall. Food was ok, but the service was excellent and it made the food taste even better. Also he treated next customers with the same energy and passion. (30 December 2024).; ANA'S MAGIC WORLD: The food is delicious and affordable. Can't wait to try more dishes. 😉; Eva Luca: Never, ever try their food. My noodles were uncooked, they were hard and had a small seizure because of that. Nonetheless, too expensive for the ""quality"" of their products. I believe it's the worst restaurant in the whole food court, although they invest a lot into their marketing campaigns.

TLDR: it's bad. Don't go there.

Moreover, the serving was 10/10, the women in there are working hard and they're kind above all. Very receptive and fast serving.; Stam Papaioannou: Mediocre to bad food.also the service was really really slow .don't recommend. There are way better places to eat at this mall; Cristina Hash: The food is good, the portions big and the people friendly. They’re learning Romanian along the way too. I really don’t get why they have bad reviews.",2.85
Vagabundos Food Truck,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",4.2,ChIJz_fF-J8OSUcRcE6TmKD6Bu8,"Sebastian Canta: Great sandwiches, nice location in the iconic garden. Would recommend the grilled cheese.; Andrei-Calin Deac: My personal favorite food truck in Cluj.
Grilled cheese sandwich is the best and definitely a must try when visiting the Vagabundos Food Truck! Many many thanks 🙏🏻; Marius Mucenicu: I can't say much about the service and atmosphere since I ordered via a food delivery app, but I was disappointed with the Philly cheesesteak. You guys can call that anything you want, but please don't call it a Philly cheesesteak. I've had proper Philly cheesesteaks in Philadelphia and in various places across the US, and what you guys offer comes nowhere near that. The meat should be thin slices, not meat paste!! and the authentic recipe doesn't include peppers.

I'll update this review once I'll try other items to see if they are any better.; Sabin Bogdan Costea: I tried the grilled cheese and it was amazing. My wife tried the chicken quesadilla and it was very tasty. They even gave me 2 pickles at my grilled cheese. A must try at the first chance you get!; alina morisca: I wish this place was closer to my house because they have some amazing Cubano sandwiches, really good French Fries and some amazing dipping sauces! I try to follow them around when they go to street food festivals 😅",2.85
Noodle Pack,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",3,ChIJxYDf9moMSUcRJDHdhzXKmXQ,"Mirela: Tasty food, good portions sizes, smooth delivery through Glovo
Nothing left for pictures 😂😂😜; Kris Promagan: Really cool Asian fusion place in the heart of the bustling Lulius Mall. The noodles are great with a lot of variety and choice of toppings and sauces. There's also some good side dishes like egg rolls and chicken fries. Easy ordering with kiosks and quick service. There's lots of seating behind and they keep the place clean. A perfect spot for a quick meal.; Dr Bianca: The noodles are really well made, with a lot of vegetables and variety of sauces to choose from. Vegetarian options available and very affordable prices. There are also a lot of tables where you can sit and they give you chopsticks if you ask; Ratonu (Ratonu): Trash food. Ate the rice noodles with sticky tofu and it gave me watery diarheea for 24 straight hours. Not even medication helped me.

Garbage location with expired food.
You are lucky I’m not suing :); Marius Mucenicu: I've seen amongst the other reviews that somebody said they got little to no crispy chicken pieces when they ordered something that involved crispy chicken. Well I'm here to vouch for that. I've ordered a large noodle crispy chicken menu and not only did my cardboard pack contain 5% crispy chicken and 95% noodles but the crispy pieces were rock solid and pale as though the crust wasn't fresh. The saying is ""never say never"" but I highly doubt I'll eat here again. Oh and.. Wasn't convinced about the flavors. I think they were too extra to be honest.",2.85
Paprika,"Strada Alexandru Vaida Voevod 53-55, Cluj-Napoca",2.2,ChIJVTTw_moMSUcRsckiJ9sXqcg,"Johannes Turner: They don’t have discount menu choice, so it’s a bit pricey. The food is average in taste. It tastes home-made, but doesnt have personality. The Staff was kind!; Yevgeniy Kovalenko: I was here today. Lots of different dishes. I took lasagna, sausages and schnitzel - everything was tasty, but it seems a little expensive … 45 ron. And the cashier should be more friendly :); C B: Great quality you pay based on what you order and weight of item so keep in mind when filling your plate although there are many items only 2-3 can fit on plate. Soup sold separately. Taste homemade.; Dean Cleavenger: I asked them to warm up my cold fries and Schnitzler. It is ok, but not the freshest food. You can do better than this at the mall for about the same price (26 lei with my beer); Nataliya Laptyeva: My family experienced horrendous treatment. The servers went to serve next customers before finishing with us, they didn't wear gloves and grabbed food with their hands, they repeatedly ignored our questions or requests, and laughed at us and complained about us to each other.
If you would like to experience a soviet style service, you should come to this restaurant.
When we asked for food cheques to see that the bill was correct, they ignored us and threw the cheques into the garbage, after which they suggested that we take them back from the garbage.",2.82
FRYDAY,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",4.7,ChIJFeVdRgANSUcRPe1kcMYvrh4,"Laurentiu Gabriel Grapa: The ordering process is very smooth and easy. Waiting time is super fast. We got our order 5 minutes after placing the order. The regular burger looks very bad and tastes very bland. Don't know why this exists on the menu. The fries are very good. The truffle burger was more decent but size very small compared to what you pay for. Overall a bit pricey for what you getting considering it is just another fast food joint in the mall.; Csenge Albert: The bun was cold, pretty much tasteless. We didn’t wait to long for the food itself but it was still cold. The fries were okay, but not for the price you have to pay. 40-45 lei for a menu which is cold and 16 lei for a cheddar cheese sauce is a bit much. Not better than McDonald’s or KFC. I’m very disappointed. Don’t recommend it.; Natalia Cardos: Absolutely terrible. The burger was cold, very much below McDonald’s standards. The only reason I gave 2 stars for food is bc the fries were decent, borderline ok; Dominic Schneider: I'm convinced I've discovered the worst fast food place in the world. it's utterly impressive how bad it is.

Didn't finish a single item that was ordered because i dont want stomach cancer...; Adi Tofan: Just a Five Guys knockoff, and absolutely not worth the price. The only reason it’s not a 1 star review is because the fries are actually pretty good. There are plenty of better spots for a great burger in Cluj.",2.84
Marty sky garden,"Strada Alexandru Vaida Voevod 55, Cluj-Napoca",3.3,ChIJzR83Zp8NSUcRnHly2eNpzHQ,"Kinga Benedek: The food is totally underwhelming, compared to the Marty restaurant at Platinia Shopping Center.
The rice is cold, the meat is cold, only the sauce is... Warm. Not hot, warm.
I expected a creamy chicken curry, but there is nothing creamy in this food. It's dry and cold.
Please, people, get your kitchen in order, because your dishes don't deserve half the prices you're asking for them.; Rusu Alex: Good food good serving nice view nice ambient nice people, only negative don't go just before closing hours the chef made a mistake once and forgot to put meat inside the dish, but they fixed it quickly and returned me the dish how it was supposed to be.; George Bordean: The food was inedible. It was burnt and tasteless. It doesnt look anything like in the menu, its too expensive for the quality and the staff is mean. I hope they change completely, but as of now i will not step my foot anywhere near that restaurant. Ive never ate such bad food for such high price, and was never feeling more unwelcomed in a restaurant.; Marius Mucenicu: I was actually quite impressed with the way this new Marty location turned out. It sits on top of the mall, in an area which was previously used as a parking space. You're welcomed by a modern, minimalist design, with tables sitting at a comfortable distance from each other, which means that even if the place is packed you'll still feel comfortable. Some of the food items come from the kitchen downstairs, from the other Marty restaurant, which is situated at the ground floor. The food itself is alright. Rarely I was disappointed with what I was served, and I have tried a lot of time items from the menu ranging from tomahawk steak to bbq ribs to pizzas and pastas and burgers, etc. So yeah, there's an abundance of items in the menu, so you're not lacking variety. The staff is friendly and the prices are a bit high, but I guess they only reflect the current economical and political situation (pandemic, outbreak of war, shortages of supplies, inflation etc).; M.H: 23.06.2023, 21:30
To have sits at a table in the Marty sky garden restaurant, wasn't allowed. Why? Because the last order was already processed. This was the answer. Seriously?!?
The terrace and the restaurant are open until 22:00. According to the law, the last customer is allowed to enter at 22:00.
Goodbye Marty! Never to come to your restaurants again.
The law is not for everyone. Some are still sleeping.",2.66
ukyo.brunch,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",4.4,ChIJ2bFHrnANSUcRrfJHnMVboSs,"Katrinecz Julia: Atmosphere is 10/10 as well as inside and outside. The terrace is so chilling and beautiful at the golden hour.
Casua/ basic drinks. We had a Frappe and a lemonade.; ANA'S MAGIC WORLD: This place offers amazing pastry and drinks. The food is being served by the cutest robot. Can't wait to visit you again. 🤖 🥐; Isabela Moldovan: Good pastry and decent drinks 🥐 nice place

However, stay away from brunch ⚠️
The eggs were half raw 🤢

What a disappointment.; Anda Manastireanu: It took forever to bring the coffee and even longer for the food.
The food was not great, not terrible. It tasted ok, but the poached egg was too hard, the chorizo too cooked, almost burnt.
The coffee is decent.

The waiters are...lost, slow and not very well trained.; Popescu-Bade Andrei-Paul: Whether you want specialty coffee, a cocktail, or something delicious to eat, Ukyo is the place to go. With its simple philosophy and exotic atmosphere, they managed to create an oasis inside the mall.",2.62
Taverna Racilor,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",4.7,ChIJB__i8BANSUcR_SaI2b9OjiM,"Steff -Teo: I had an incredible experience at Taverna Racilor in Cluj-Napoca! The food was beyond expectations – every dish was absolutely delicious and bursting with flavor. The customer service was impeccable, with the staff being attentive, friendly, and making us feel truly welcome. The interior design is charming and cozy, creating the perfect ambiance for a memorable dining experience. It’s clear that a lot of thought has gone into every detail, from the menu to the decor. I can’t wait to come back and enjoy more of their amazing food and hospitality. Highly recommend this gem!; Calotescu Florin: I came here by purely curiosity and I found really good food, especially the calamari rings and carp roe salad. The staff really friendly and they impressed me how fast I got my order (approx 10-15 minutes). Pescobar, you’re doing it right here in Cluj!; Gherman: We ordered the spicy pan with seafood and lobster with pasta. The food was okay, but the lobster a little overcooked. We really liked the service and the atmosphere. It’s a decent choice for seafood.; Joseph Kozeph: Pretty decent place with tasty seafood, I would say we already regular attenders. A bit pricey not gonna lie(as all seafood/sushi in Cluj-Napoca) and sometimes same dishes can be different salt as my gf notice, so if you sensitive to that try to talk to waiter; Madalina Stirbu: Amazing service, the most amazing seafood and cocktails, everything is incredible. Loved the atmosphere and how friendly everyone was. We were offered multiple choices and everything was paired perfectly. Loved it!! Recommend it to everyone who wants to have a great time!!! Also-great spot for aesthetic photos!",2.81
Trattoria de Florian,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",4.9,ChIJCQe4FksNSUcRO5mzWjl1Q5U,"Kinga James: I opted for the vegetarian gnocchi, but unfortunately, it didn't quite capture the authentic Italian flavor I was anticipating. Despite being informed that the sauce contained basil, I couldn't detect its taste. Instead, the sauce resembled the type of passata commonly found in supermarkets, lacking the freshness and authentic Italian essence I was hoping for.; Adina Sava: Hot food, cold drinks, sexy chef 🤤 will definitely come back for more; Maria Cucu: I would definitely recommend their pasta recipe!! 10/10; A J: Amazing food. Definitely coming back.; Cipariu Tudor: Best fritto misto I ever had 👍",2.6
Dopamine,"Iconic Garden, Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",4.3,ChIJvczOEcwNSUcR62Z_wLjvqg0,"Kris Promagan: They make the best burger I've had in Romania. Conveniently located just outside the Lulius Mall, it's great for a quick bite. I ordered the Dopamine burger and it was delicious. The meat was juicy and moist, the bun was soft and fresh and the toppings were superb. The fries were nice and crispy and don't sleep on the grilled cheese. There are lots of tables nearby and a nice park right next to it if you wanna have a picnic.; Bassel Romany: Unfortunately I dropped the rating from 5 to 1 star because today I couldn’t finish the burger cause some bad taste and over all condition of the burger is nothing like before, it was a mistake thinking they still serve that delicious dopamine burger. You can see the difference in the photos

Don’t recommend anymore

——-
First review

This place serves one of the most delicious burgers in Cluj Napoca.

Highly recommend if you want to eat something made with passion

Beautiful place with an outdoor terras!; cristina cris: Had a cheeseburger. Service was fast however burger was not as tasty as they say it is. You can tell the meat inside is of good quality but overall mix was pour in flavours. Definitely not worth 45 Ron. Will not have it again.; Roxana Butnar: The food was low quality, although the prices were not low at all.
We requested the meat in the burger well done and it was not respected. We also ordered two types of fries (sweet and normal potato) both were undercooked and almost raw in the middle.

The grilled cheese with chicken was ok.; Bocancea Octav: Very tasty and good price. The meat was well-cooked, the sauces are in moderate quantity and the vegetables are fresh. I strongly recommend you to give it a try!",2.6
Rachel's Filipino Food,"Strada Alexandru Vaida Voevod, Cluj-Napoca",5,ChIJJ_tMcwANSUcRz5X5nOKdxv4,"Ioana-Livia Murariu: The food is really good. Unfortunately I got there when it was almost all sold out, but I got some shanghai rolls that were absolutely delicious. The staff is really friendly and the waiting time is short. Cannot wait to try the other items in the menu; Cristina Bubeck: Super Authentic and very good and affordable food 😍🤍🍚; Daniel Tolfree: We just grabbed a sisig to share, it was great and it brought back some good memories of our time in the Phillipines.
Thank you Rachel, we wish you all the success🫶; Igna Denisa: Really recommend this place, great food! My first time trying filipino food, truly enjoyed it :); Angel A.: Caming back from Thailand, i was really missing asian food, and i was very surprised by the taste of the dishes here! Really excellent, i loved it so much. I will try all the dishes! Thank you ",2.55
MOTIKO ICE CREAM,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca, România Strada Avram Iancu, Florești, Cluj-Napoca",4.5,ChIJ2ZRYllYNSUcREz8SBPUDMXE,"Dumitru Ioncu: Graceful taste, barely stopped from eating them; nour molnar: Is the best mochi I've ever eaten
I am so happy there are so many vegan options 😍
Amazing texture combo soft stretchy.. The ice-cream inside is very interesting more like thick cream but I enjoyed every single bite. The one star less is because it is quite expensive in today's  economy and I wish to buy more but can't afford. If it would be 10 lei one big mochi instead of 14 would make a significant difference.; Laura Sabau: Best mochi in Cluj so far. They are a bit pricey (12-14 RON), individually wrapped and refrigerated. However, there are 15+ flavours to choose from. Highly recommend.; Denisa Paraschiv: Their desserts are good. I don't have
Nothing to complain about except for the price, which I promise does not seem justified to me.
My problem is with the management staff:)) stupid people, full of themselves and with no other values ​​apart from material ones. Good luck with Victoria, who was like a breath of fresh air and I'm glad I was able to meet her.
I gave them the brand presentation for Kombucha in Romanian in the hope of a thank you and recognition of the merits in some way, even the kiss me 5 meters behind didn't manage to say (and I'm speaking in the singular so that maybe someone feels the need) :)) they threw 50 lei and goodbye. I was thinking that, coming from the Republic, you are more with your head on your shoulders, more aware of the people and experiences you have here. Sin.

But everyone gets what they want, I'm sure they're doing just as well as when I decided not to collaborate with them anymore.; Anca: Expensive and bad taste. I tried 4 mochis with different flavors. They cost 52 lei. They are made in the Republic of Moldova and have nothing in common with Japanese desserts. The ice cream inside looks fake and tastes like cheap margarine. The aromas of mango, passion fruit, green tea and coconut are light, barely noticeable and not tasty. The rice that covers the ice cream should be elastic and soft, but the one here crumbles and has a strange texture, different from the authentic mochi. I do not recommend at all. A waste of money.

*Later edit: I mention that I waited 10 minutes for the mochis to thaw.",2.6
Iconic Garden,"Strada Alexandru Vaida Voevod 53B, Cluj-Napoca",4.2,ChIJ27fCLoANSUcRGyO6IuqvsI0,"Tutu Kamilova: I had a wine here. The atmosphere was superb. Nice place to chill out with friends or have a date); I S: We’ve ordered 2 cocktails which have been quite pricy (besides being on the bar’s Special’s list) but the outcome was having two below average drinks. First of all I’ve been told by the barmaid that she works there just for the weekend to earn some extra cash. Nothing to blame but this means she is not specialized in bartending hence just mixing of a list on the bar. When it came to ingredients, they used lower quality ones than what the actual displayed list said, actually some of them even missing. When I mentioned that they are not using the drinks on the cocktail list, again I’ve been told they have seen worse days than this. Finally there was no manager in sight to discuss this situation with.

In conclusion just go there if you’d like something bottled, don’t bother trying their cocktails list. Overall just an overpriced place eager for money, not that much for quality.; Anthony Sewell: I have been going here alone regularly for a year. During 1 year in Romania I have been coming to this bar alone often. I was not even in the bar, and for some reason a crazy Romanian attacked me and said that he will break my legs if I return to this bar. I was walking to the toilet. So he will break my legs if I go to the toilet. I am sad about Romanian people a lot. Break my legs, I will still come; Letitia Ursu: I love Laura, the bartender 🥰; kristen Capewell: Beautiful spot to go and chill out with some good entertainments and food",2.59
TapPoint,"Strada Alexandru Vaida Voevod 53, Cluj-Napoca",4.8,ChIJZ0LPndINSUcRr8Dncs3qxUk,"Bianca Bünten: Very nice. Easy to handle, just download the app and enjoy the different types of beer in the ambient of the iulius park. Really good for beer lovers!; neetZza nitZza: Loved the place. A nice small shop with craft and special beers, both Romanian and international ones. The owner is very open to talk and tell you about the beers, help you if needed, and have an overall awesome experience. Definitely a big recommend if you're in the city and into craft beer; choose some you haven't tried yet, or maybe one that you tried in some pub/bar/restaurant snd want to take home, or - better - ask for the ones on tap, and enjoy a great beer at home! 🍻; Alexandra Rychlinski: Great beer shop, with lots of craft beers, including Romanian ones. The pricing is fair and accessible. Staff are polite, friendly and helpful. They also care about the environment and try to keep their plastic footprint to a minimum. Will definitely return and recommend.; Jeff Hamann: This place is not (at least regularly) staffed, and the app (which automatically validates age) did not work for me, nor did staff respond to messages sent.

I don’t blame the app for not matching my selfie with my ID (I do, like many others, look differently now than I did five years ago when my ID photo was taken!), but nonexistent staff follow-up was a shame. It seems they have a large selection of great craft beer, and I’d have liked to have tried some.; Gabi Lupoian: They have all the craft beers made in Romania, plus Belgian and USA imports. They have the best romanian ones: Hop Hooligans, Ground Zero, Hophead, Beretta. Great store, plenty stock and they are always bringing in new stuff.",2.59
Halal food truck,Cluj-Napoca,,ChIJJ3fGSN0NSUcREde1f4rY_LE,,2.44
Profi City,"Strada Soporului 11, Cluj-Napoca",3.4,ChIJz0Ov15kNSUcRsWGYVKo5KKw,"Robert Hooper: Everything you can expect from a small store. Plus the staff is friendly and kind and remember you if you come often. Certain things I don't have to ask for anymore. They just know; Serban Andreea: The employee with grey hair is really rude with customers. People report him all the time, but the management doesn’t do anything about it.; raul tifrea: Nobody at the counter to serve clients; Rina G: Nice, well stocked supermarket 🙂; Spicey: Cheap , close , nice and caring personal and full of everything you want",3.47
Wild Chef,"Str. Călărașilor 1, Cluj-Napoca",4.3,ChIJARICm2gPSUcR4fA4azxFWNE,"Diana Dulău: A tasty snack, i recommend the roasted potatoes parmesan with chimichurri sauce, it goes great with any beer. A short wait time, but it's definitely worth it for the fresh roasted potatoes. Staff is friendly.; Ervin Sipos: The best mussels and shrimp in Cluj-Napoca so far. Incredibly good taste and they prepare it very quickly.; Chirila Andrea: Delicious food🍔 best atmosphere🥂wonderful people❤️ Love it!; andrei bosinceanu: Best food, best people, the wine…pfff; Razvan Pop: Pretty expensive for the quantity. The taste was good nonetheless.",2.49
ȚaraMea-StreetFood,"Strada Alexandru Vaida Voevod 51, Cluj-Napoca",4.3,ChIJNeYxkwUNSUcRXwxWdZIx7OI,David Nemes: The burger that I've eaten from this restaurant was extremely pleasing. Definitely recommend this for the cheat meal of the day.; Raluca: The best burgers in Cluj! Friendly people and brilliant food. I recommend with the greatest confidence!; Rares Amza: Very good! The quality of the dishes is sensational!; ioan szakacs: ; Paul: ,2.48
Rosa,"Strada Dunării 29, parter, Cluj-Napoca",4.8,ChIJma2rOwANSUcRieVdEJYLkZ4,"Joseph Kozeph: Shaorma orientala king farfurie is a new banger for me, if I would say regular shaorma is like 3-4/5 and still pretty good for not often consumes but NEW thing with spicy sauce inside make some of my day better, hope they wouldn’t delete it from menu :); Kanx Babu11: Nice service , good food 💖; Abd Mohdek: Best Shawarma in Romania; Subas Karki: Super, fantastic, mind-blowing food🥰; Oussama Azzouz: Perfect service guys",2.88
Berrak Kebab Restaurant,"Aleea Slănic 3a, Cluj-Napoca",4.6,ChIJcd5VdAANSUcRGFDXO97GnMI,"Sedat Ozkul: Turkish Kebab restaurant, which serves halal food in the city of Cluj, has a very nice atmosphere, prices are reasonable, and the food is delicious.; Alina Marina: Have been ordering few times, always good service and fresh food. Good quality veggies and meat. Does not feel as fast food at all; Popa Andrei Cristian: Great food with excellent taste.; Murat Musa Yalçın: Beyti was so great that I forgot to take a picture before I reached half of it.; Cojo: We followed the internet info and walk to the restaurant but it was closed at 9pm",2.31
La Oblon,"Gheorgheni, Cluj-Napoca",5,ChIJ8xiZG4YNSUcRSqlQg9Km6uA,Sergiu O: Best pulled pork in Cluj Napoca! On top of that their food delivery was top notch!; Alin Buzgau: I didn't expect it to be that good; Thomas Christian: ,2.76
Cantina Dimitrie Cantemir,"Strada Teodor Mihali 60, Cluj-Napoca",3.4,ChIJT9RLSBQMSUcRoYDvpl_Abj0,H M: There are better options; BuZZZ: ; Roland Rausz: ; radu ion: ; Péter Simon: ,2.31
Pizzeria - Trattoria Seba,"Strada Mureșului 14, Cluj-Napoca",4.6,ChIJRQ_jzZ8OSUcRgGKKhv_7GyM,"PR3DATOR: We came from UK and one friend recommended this amazing trattoria. Best pizza I ever eat. Feels like Italy taste. We had also pasta, amazing taste. And the desert is fabulous. My favourite is tiramisu, my son loved the Apple and custard tart. 💖💖💖 recomand 💯; Marius Mucenicu: Above average pizzas, fair prices, and hospitable staff. For me, the only minus was the atmosphere. The place itself is decorated like a hospital hallway with that black and white furniture/tiles combination. I'd expect a pizzeria to be more welcoming in terms of design. Also, there's little to no privacy as the tables are placed close to one another, and the room is not designed to reduce sound so everything is bounced off the walls and is loud, so you're hearing what everyone is talking about, and the same holds true in reverse.; Frank Mulder: I liked their specialty “Pizza Seba” (with salmon and rucola). The owner is friendly. I don’t find the terrace very attractive. They don’t always serve what’s on the menu. The food is not so cheap (compared to other restaurants I went to in Romania).; _ HENGFALL _: You can get better pizzas for the price they have there. Place looks decent, service is good. We tried superfunghi and Piedone. Funghi was unsalted, bland tasting, piedone had raw paprica on it, but the crust was good on both of them. Prices as of today range around 40-48 RON for a 500g pizza. Overall generic tasting pizzas for a higher price range than usuall.; Cristina Danuletiu: Cert delicious food and definitely comparable to dishes in Italy!

Pasta with mozzarella di bufala DOP
42lei/8euro
It was a 9/10 for me
Absolutely delicious, but the only downside for my taste was the mozzarella do bufala DOP as it was a bit chewy. Other than that it was Devine and the tomato sauce seemed to be home made!

Pizza prosciutto fungi:
- 22lei/5 euro
Very delicious and tasty
10/10

I recommend this place!",2.72
